"MEMBER_NAME","MEMBER_ID","BILL_NUMBER","PATRON_TYPE"
"David L. Bulova               ","H0177","SJ304","3" - Co-Patron
"A.C. Cordoza                  ","H0337","SJ304","4" - Co-Patron
"Phillip A. Scott              ","H0342","SJ304","5" - Co-Patron
"Jeion A. Ward                 ","H0173","SJ304","6" - Co-Patron
"Vivian E. Watts               ","H0108","SJ304","7" - Co-Patron
"Michael J. Webert             ","H0247","SJ304","8" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ305","1" - Chief Patron
"Luther Cifers, III            ","S0132","SJ305","2" - Co-Patron
"Tara A. Durant                ","S0120","SJ305","3" - Co-Patron
"Jonathan ""Jed"" Arnold         ","H0352","SJ305","4" - Co-Patron
"Jason S. Ballard              ","H0333","SJ305","5" - Co-Patron
"A.C. Cordoza                  ","H0337","SJ305","6" - Co-Patron
"Michael B. Feggans            ","H0360","SJ305","8" - Co-Patron
"Nicholas J. Freitas           ","H0279","SJ305","9" - Co-Patron
"Marty Martinez                ","H0374","SJ305","10" - Co-Patron
"Paul V. Milde                 ","H0376","SJ305","11" - Co-Patron
"Delores Oates                 ","H0377","SJ305","12" - Co-Patron
"Chris Obenshain               ","H0378","SJ305","13" - Co-Patron
"David A. Reid                 ","H0301","SJ305","14" - Co-Patron
"Phillip A. Scott              ","H0342","SJ305","15" - Co-Patron
"Anne Ferrell Tata             ","H0345","SJ305","16" - Co-Patron
"Thomas C. Wright, Jr.         ","H0136","SJ305","17" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ306","1" - Chief Patron
"Will Davis                    ","H0357","SJ306","2" - Co-Patron
"Michael B. Feggans            ","H0360","SJ306","3" - Co-Patron
"Phillip A. Scott              ","H0342","SJ306","4" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ307","1" - Chief Patron
"Luther Cifers, III            ","S0132","SJ307","2" - Co-Patron
"Tara A. Durant                ","S0120","SJ307","3" - Co-Patron
"Jonathan ""Jed"" Arnold         ","H0352","SJ307","4" - Co-Patron
"Jason S. Ballard              ","H0333","SJ307","5" - Co-Patron
"A.C. Cordoza                  ","H0337","SJ307","6" - Co-Patron
"Michael B. Feggans            ","H0360","SJ307","8" - Co-Patron
"Nicholas J. Freitas           ","H0279","SJ307","9" - Co-Patron
"Marty Martinez                ","H0374","SJ307","10" - Co-Patron
"Paul V. Milde                 ","H0376","SJ307","11" - Co-Patron
"Delores Oates                 ","H0377","SJ307","12" - Co-Patron
"Chris Obenshain               ","H0378","SJ307","13" - Co-Patron
"David A. Reid                 ","H0301","SJ307","14" - Co-Patron
"Phillip A. Scott              ","H0342","SJ307","15" - Co-Patron
"Anne Ferrell Tata             ","H0345","SJ307","16" - Co-Patron
"R. Lee Ware                   ","H0124","SJ307","17" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ308","1" - Chief Patron
"Luther Cifers, III            ","S0132","SJ308","2" - Co-Patron
"Tara A. Durant                ","S0120","SJ308","3" - Co-Patron
"Jonathan ""Jed"" Arnold         ","H0352","SJ308","4" - Co-Patron
"Jason S. Ballard              ","H0333","SJ308","5" - Co-Patron
"A.C. Cordoza                  ","H0337","SJ308","6" - Co-Patron
"Michael B. Feggans            ","H0360","SJ308","8" - Co-Patron
"Nicholas J. Freitas           ","H0279","SJ308","9" - Co-Patron
"Marty Martinez                ","H0374","SJ308","10" - Co-Patron
"Paul V. Milde                 ","H0376","SJ308","11" - Co-Patron
"Delores Oates                 ","H0377","SJ308","12" - Co-Patron
"Chris Obenshain               ","H0378","SJ308","13" - Co-Patron
"David A. Reid                 ","H0301","SJ308","14" - Co-Patron
"Phillip A. Scott              ","H0342","SJ308","15" - Co-Patron
"Anne Ferrell Tata             ","H0345","SJ308","16" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ309","1" - Chief Patron
"R. Creigh Deeds               ","S0062","SJ309","2" - Co-Patron
"Tara A. Durant                ","S0120","SJ309","3" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ309","4" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ309","5" - Co-Patron
"Richard H. Stuart             ","S0078","SJ309","6" - Co-Patron
"Scott A. Surovell             ","S0100","SJ309","7" - Co-Patron
"Jonathan ""Jed"" Arnold         ","H0352","SJ309","8" - Co-Patron
"Jason S. Ballard              ","H0333","SJ309","9" - Co-Patron
"David L. Bulova               ","H0177","SJ309","10" - Co-Patron
"Joshua G. Cole                ","H0314","SJ309","11" - Co-Patron
"A.C. Cordoza                  ","H0337","SJ309","12" - Co-Patron
"Michael B. Feggans            ","H0360","SJ309","14" - Co-Patron
"Nicholas J. Freitas           ","H0279","SJ309","15" - Co-Patron
"Marty Martinez                ","H0374","SJ309","16" - Co-Patron
"Paul V. Milde                 ","H0376","SJ309","17" - Co-Patron
"Delores Oates                 ","H0377","SJ309","18" - Co-Patron
"Chris Obenshain               ","H0378","SJ309","19" - Co-Patron
"David A. Reid                 ","H0301","SJ309","20" - Co-Patron
"Phillip A. Scott              ","H0342","SJ309","21" - Co-Patron
"Anne Ferrell Tata             ","H0345","SJ309","22" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ310","1" - Chief Patron
"Ryan T. McDougle              ","S0069","SJ310","2" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ311","1" - Chief Patron
"Ghazala F. Hashmi             ","S0108","SJ312","1" - Chief Patron
"Lamont Bagby                  ","S0114","SJ312","2" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ313","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SJ313","2" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","SJ313","3" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ314","1" - Chief Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ315","1" - Chief Patron
"Adam P. Ebbin                 ","S0085","SJ315","2" - Chief Co-Patron
"Aaron R. Rouse                ","S0113","SJ315","3" - Chief Co-Patron
"Scott A. Surovell             ","S0100","SJ315","4" - Chief Co-Patron
"Saddam Azlan Salim            ","S0127","SJ316","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SJ317","1" - Chief Patron
"Schuyler T. VanValkenburg     ","S0129","SJ318","1" - Chief Patron
"Richard H. Stuart             ","S0078","SJ319","1" - Chief Patron
"M. Keith Hodges               ","H0238","SJ319","2" - Co-Patron
"Ryan T. McDougle              ","S0069","SJ319","3" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ320","1" - Chief Patron
"Christie New Craig            ","S0118","SJ321","1" - Chief Patron
"Lamont Bagby                  ","S0114","SJ322","1" - Chief Patron
"Lashrecse D. Aird             ","S0115","SJ322","2" - Co-Patron
"Jennifer B. Boysko            ","S0106","SJ322","3" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ322","4" - Co-Patron
"Luther Cifers, III            ","S0132","SJ322","5" - Co-Patron
"Christie New Craig            ","S0118","SJ322","6" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ322","7" - Co-Patron
"Bill DeSteph                  ","S0096","SJ322","8" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","SJ322","9" - Co-Patron
"Tara A. Durant                ","S0120","SJ322","10" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ322","11" - Co-Patron
"Barbara A. Favola             ","S0086","SJ322","12" - Co-Patron
"Timmy F. French               ","S0121","SJ322","13" - Co-Patron
"T. Travis Hackworth           ","S0112","SJ322","14" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ322","15" - Co-Patron
"Christopher T. Head           ","S0122","SJ322","16" - Co-Patron
"Emily M. Jordan               ","S0116","SJ322","17" - Co-Patron
"Mamie E. Locke                ","S0067","SJ322","18" - Co-Patron
"L. Louise Lucas               ","S0019","SJ322","19" - Co-Patron
"David W. Marsden              ","S0080","SJ322","20" - Co-Patron
"Ryan T. McDougle              ","S0069","SJ322","21" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ322","22" - Co-Patron
"Tammy Brankley Mulchi         ","S0131","SJ322","23" - Co-Patron
"Mark D. Obenshain             ","S0068","SJ322","24" - Co-Patron
"Mark J. Peake                 ","S0105","SJ322","25" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ322","26" - Co-Patron
"Russet Perry                  ","S0125","SJ322","27" - Co-Patron
"Todd E. Pillion               ","S0111","SJ322","28" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ322","29" - Co-Patron
"Danica A. Roem                ","S0126","SJ322","30" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ322","31" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ322","32" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ322","33" - Co-Patron
"William M. Stanley, Jr.       ","S0082","SJ322","34" - Co-Patron
"Richard H. Stuart             ","S0078","SJ322","35" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ322","36" - Co-Patron
"David R. Suetterlein          ","S0101","SJ322","37" - Co-Patron
"Scott A. Surovell             ","S0100","SJ322","38" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ322","39" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ322","40" - Co-Patron
"Betsy B. Carr                 ","H0212","SJ322","41" - Co-Patron
"Delores L. McQuinn            ","H0207","SJ322","42" - Co-Patron
"Scott A. Wyatt                ","H0328","SJ322","43" - Co-Patron
"T. Travis Hackworth           ","S0112","SJ323","1" - Chief Patron
"Lashrecse D. Aird             ","S0115","SJ323","2" - Co-Patron
"Lamont Bagby                  ","S0114","SJ323","3" - Co-Patron
"Jennifer B. Boysko            ","S0106","SJ323","4" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ323","5" - Co-Patron
"Luther Cifers, III            ","S0132","SJ323","6" - Co-Patron
"Christie New Craig            ","S0118","SJ323","7" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ323","8" - Co-Patron
"Bill DeSteph                  ","S0096","SJ323","9" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","SJ323","10" - Co-Patron
"Tara A. Durant                ","S0120","SJ323","11" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ323","12" - Co-Patron
"Barbara A. Favola             ","S0086","SJ323","13" - Co-Patron
"Timmy F. French               ","S0121","SJ323","14" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ323","15" - Co-Patron
"Christopher T. Head           ","S0122","SJ323","16" - Co-Patron
"Emily M. Jordan               ","S0116","SJ323","17" - Co-Patron
"Mamie E. Locke                ","S0067","SJ323","18" - Co-Patron
"L. Louise Lucas               ","S0019","SJ323","19" - Co-Patron
"David W. Marsden              ","S0080","SJ323","20" - Co-Patron
"Ryan T. McDougle              ","S0069","SJ323","21" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ323","22" - Co-Patron
"Tammy Brankley Mulchi         ","S0131","SJ323","23" - Co-Patron
"Mark D. Obenshain             ","S0068","SJ323","24" - Co-Patron
"Mark J. Peake                 ","S0105","SJ323","25" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ323","26" - Co-Patron
"Russet Perry                  ","S0125","SJ323","27" - Co-Patron
"Todd E. Pillion               ","S0111","SJ323","28" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ323","29" - Co-Patron
"Danica A. Roem                ","S0126","SJ323","30" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ323","31" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ323","32" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ323","33" - Co-Patron
"William M. Stanley, Jr.       ","S0082","SJ323","34" - Co-Patron
"Richard H. Stuart             ","S0078","SJ323","35" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ323","36" - Co-Patron
"David R. Suetterlein          ","S0101","SJ323","37" - Co-Patron
"Scott A. Surovell             ","S0100","SJ323","38" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ323","39" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ323","40" - Co-Patron
"Will Davis                    ","H0357","SJ323","41" - Co-Patron
"James W. Morefield            ","H0224","SJ323","42" - Co-Patron
"Don Scott                     ","H0322","SJ323","43" - Co-Patron
"Tammy Brankley Mulchi         ","S0131","SJ324","1" - Chief Patron
"Lashrecse D. Aird             ","S0115","SJ324","2" - Co-Patron
"Lamont Bagby                  ","S0114","SJ324","3" - Co-Patron
"Jennifer B. Boysko            ","S0106","SJ324","4" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","SJ324","5" - Co-Patron
"Luther Cifers, III            ","S0132","SJ324","6" - Co-Patron
"Christie New Craig            ","S0118","SJ324","7" - Co-Patron
"R. Creigh Deeds               ","S0062","SJ324","8" - Co-Patron
"Bill DeSteph                  ","S0096","SJ324","9" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","SJ324","10" - Co-Patron
"Tara A. Durant                ","S0120","SJ324","11" - Co-Patron
"Adam P. Ebbin                 ","S0085","SJ324","12" - Co-Patron
"Barbara A. Favola             ","S0086","SJ324","13" - Co-Patron
"Timmy F. French               ","S0121","SJ324","14" - Co-Patron
"T. Travis Hackworth           ","S0112","SJ324","15" - Co-Patron
"Ghazala F. Hashmi             ","S0108","SJ324","16" - Co-Patron
"Christopher T. Head           ","S0122","SJ324","17" - Co-Patron
"Emily M. Jordan               ","S0116","SJ324","18" - Co-Patron
"Mamie E. Locke                ","S0067","SJ324","19" - Co-Patron
"L. Louise Lucas               ","S0019","SJ324","20" - Co-Patron
"David W. Marsden              ","S0080","SJ324","21" - Co-Patron
"Ryan T. McDougle              ","S0069","SJ324","22" - Co-Patron
"Jeremy S. McPike              ","S0098","SJ324","23" - Co-Patron
"Mark D. Obenshain             ","S0068","SJ324","24" - Co-Patron
"Mark J. Peake                 ","S0105","SJ324","25" - Co-Patron
"Stella G. Pekarsky            ","S0124","SJ324","26" - Co-Patron
"Russet Perry                  ","S0125","SJ324","27" - Co-Patron
"Todd E. Pillion               ","S0111","SJ324","28" - Co-Patron
"Bryce E. Reeves               ","S0088","SJ324","29" - Co-Patron
"Danica A. Roem                ","S0126","SJ324","30" - Co-Patron
"Aaron R. Rouse                ","S0113","SJ324","31" - Co-Patron
"Saddam Azlan Salim            ","S0127","SJ324","32" - Co-Patron
"Kannan Srinivasan             ","S0133","SJ324","33" - Co-Patron
"William M. Stanley, Jr.       ","S0082","SJ324","34" - Co-Patron
"Richard H. Stuart             ","S0078","SJ324","35" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","SJ324","36" - Co-Patron
"David R. Suetterlein          ","S0101","SJ324","37" - Co-Patron
"Scott A. Surovell             ","S0100","SJ324","38" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","SJ324","39" - Co-Patron
"Angelia Williams Graves       ","S0130","SJ324","40" - Co-Patron
"Jonathan ""Jed"" Arnold         ","H0352","SJ324","41" - Co-Patron
"Terry L. Austin               ","H0253","SJ324","42" - Co-Patron
"Jason S. Ballard              ","H0333","SJ324","43" - Co-Patron
"Amanda E. Batten              ","H0313","SJ324","44" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","SJ324","45" - Co-Patron
"Robert S. Bloxom, Jr.         ","H0267","SJ324","46" - Co-Patron
"David L. Bulova               ","H0177","SJ324","47" - Co-Patron
"Ellen H. Campbell             ","H0350","SJ324","48" - Co-Patron
"Betsy B. Carr                 ","H0212","SJ324","49" - Co-Patron
"Mike A. Cherry                ","H0335","SJ324","50" - Co-Patron
"Nadarius E. Clark             ","H0336","SJ324","51" - Co-Patron
"Carrie E. Coyner              ","H0315","SJ324","52" - Co-Patron
"Will Davis                    ","H0357","SJ324","53" - Co-Patron
"Karrie K. Delaney             ","H0294","SJ324","54" - Co-Patron
"Mark L. Earley, Jr.           ","H0358","SJ324","55" - Co-Patron
"N. Baxter Ennis               ","H0359","SJ324","56" - Co-Patron
"Hyland F. ""Buddy"" Fowler, Jr. ","H0259","SJ324","57" - Co-Patron
"Nicholas J. Freitas           ","H0279","SJ324","58" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","SJ324","59" - Co-Patron
"C. Todd Gilbert               ","H0181","SJ324","60" - Co-Patron
"W. Chad Green                 ","H0363","SJ324","61" - Co-Patron
"Timothy P. Griffin            ","H0364","SJ324","62" - Co-Patron
"Phil M. Hernandez             ","H0366","SJ324","63" - Co-Patron
"Charniele L. Herring          ","H0208","SJ324","64" - Co-Patron
"Geary Higgins                 ","H0367","SJ324","65" - Co-Patron
"M. Keith Hodges               ","H0238","SJ324","66" - Co-Patron
"Patrick A. Hope               ","H0219","SJ324","67" - Co-Patron
"Michael J. Jones              ","H0368","SJ324","68" - Co-Patron
"Hillary Pugh Kent             ","H0369","SJ324","69" - Co-Patron
"Terry G. Kilgore              ","H0056","SJ324","70" - Co-Patron
"Paul E. Krizek                ","H0281","SJ324","71" - Co-Patron
"Amy J. Laufer                 ","H0371","SJ324","72" - Co-Patron
